nct_id,official_title,brief_title,phase,start_date,completion_date,enrollment,primary_outcomes,secondary_outcomes,registration_date,results_first_posted_date,ctgov_pmid,population_class,population_notes,pmid,linkage_method,linkage_confidence,abstract_text,published_endpoint,first_author,pub_year,journal,linkage_notes,linkage_flag,pair_id,similarity_score,routing
NCT01392625,"A Phase I/II, Randomized Pilot Study of the Comparative Safety and Efficacy of Transendocardial Injection of Autologous Mesenchymal Stem Cells Versus Allogeneic Mesenchymal Stem Cells in Patients With Non-ischemic Dilated Cardiomyopathy.",PercutaneOus StEm Cell Injection Delivery Effects On Neomyogenesis in Dilated CardioMyopathy (The POSEIDON-DCM Study),"PHASE1, PHASE2",2011-05-19,2017-08-28,37,Incidence of Any Treatment-emergent Serious Adverse Events (TE-SAEs),Measurement of Changes in Peak VO2 | Measurement of Changes in 6 Minute Walk | Measurement of Changes in Global Ejection Fraction | Measurement of Changes in New York Heart Association (NYHA) | Measurement of Changes in Minnesota Living With Heart Failure (MLHF) Questionnaire,2011-06-29,,25354998,ambiguous,No ejection-fraction criteria found in available text,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT01217307,Metabolic Modulation With Metformin to Reduce Heart Failure After Acute Myocardial Infarction: Glycometabolic Intervention as Adjunct to Primary Coronary Intervention in ST Elevation Myocardial Infarction (GIPS-III): a Randomized Controlled Trial.,Metformin to Reduce Heart Failure After Myocardial Infarction,"PHASE2, PHASE3",2011-01,2015-10,380,Improvement in Left Ventricular Ejection Fraction,"the Incidence of a Cardiovascular Event | Markers of Heart Failure and Glycometabolic State | Myocardial Infarct Size and Transmural Extent of Infarction as Measured With Cardiac Magnetic Resonance Imaging | Diastolic Function | Glycometabolic State | Cardiac MRI After 4 Months, Per Protocol Analysis",2010-10-07,,22968678,ambiguous,No ejection-fraction criteria found in available text,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT05615363,"A Multicenter, Randomized, Double-blind, Placebo-controlled, Parallel-group, Doseranging Trial of OPC-131461 in Cardiac Edema (Congestive Heart Failure [CHF])",A Dose-ranging Trial of OPC-131461 in Cardiac Edema (Congestive Heart Failure [CHF]),PHASE2,2023-01-10,2024-10-21,157,Change in Body Weight From Baseline to Last Assessment Time Point (the Day After IMP Administration) by Day 8,Change in Body Weight From Baseline to Last Assessment Time Point (the Day After IMP Administration) by Day 15 | Improvement of or Change in Congestive Findings ( Lower Limb Edema ) From Baseline to Last Assessment Time Point (the Day of IMP Administration) by Day 7 | Improvement of or Change in Congestive Findings ( Pulmonary Congestion ) From Baseline to Last Assessment Time Point (the Day of IMP Administration) by Day 7,2022-11-07,,,ambiguous,No ejection-fraction criteria found in available text,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT01544998,To Define the Role of PDEV in Mediating the Decreased GFR and Attenuated Renal Sodium and cGMP Excretory Response to Acute Saline Volume Expansion in PSD and PDD With Renal Dysfunction.,Tadalafil and Nesiritide as Therapy in Pre-clinical Heart Failure,"PHASE1, PHASE2",2012-02,2014-08,43,Change in Natriuresis (Urinary Sodium Excretion) at 60 Minutes for Preclinical Systolic Dysfunction (PSD) Reporting Group | Change in Natriuresis (Urinary Sodium Excretion) at 60 Minutes for Preclinical Diastolic Dysfunction (PDD) Reporting Group,Change in Glomerular Filtration Rate (GFR) at 60 Minutes for Preclinical Systolic Dysfunction (PSD) Reporting Group | Change in Glomerular Filtration Rate (GFR) at 60 Minutes for Preclinical Diastolic Dysfunction (PDD) Reporting Group | Change in Urinary Cyclic Guanosine Monophosphate (cGMP) at 60 Minutes for Preclinical Systolic Dysfunction (PSD) Reporting Group | Change in Urinary Cyclic Guanosine Monophosphate (cGMP) at 60 Minutes for Preclinical Diastolic Dysfunction (PDD) Reporting Group,2012-01-24,,31909303,ambiguous,No ejection-fraction criteria found in available text,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT01069510,Heart Failure in Congenital Heart Disease: the Role of Myocardial Fibrosis. Treatment Sub-Study: Spironolactone vs. Placebo,Spironolactone in Adult Congenital Heart Disease,PHASE2,2010-02,2017-03,40,Extracellular Volume Fraction,6-minute Walk Distance | Procollagen 3 NT Peptide,2010-02-16,,,ambiguous,No ejection-fraction criteria found in available text,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT02188784,Oral Iron Repletion Effects On Oxygen Uptake in Heart Failure,Oral Iron Repletion Effects On Oxygen Uptake in Heart Failure,PHASE3,2014-09-03,2016-04-06,225,Change in Peak VO2 (ml/Min) (VO2 =Oxygen Consumption),Change From Baseline in Sub-maximal Exercise Capacity as Assessed by the 6 Minute Walk Test (6MWT) | Change in Plasma NT-pro BNP | Change in Health Status: Kansas City Cardiomyopathy Questionnaire (KCCQ) - Clinical Summary Score | Change From Baseline in O2 Uptake Kinetics as Assessed by Mean Response Time From CPET | Change From Baseline in Ventilatory Efficiency Defined by Ve/VCO2,2014-07-10,,27140203,ambiguous,No ejection-fraction criteria found in available text,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT02924727,"A Multi-center, Randomized, Double-blind, Active-controlled, Parallel-group Phase 3 Study to Evaluate the Efficacy and Safety of LCZ696 Compared to Ramipril on Morbidity and Mortality in High Risk Patients Following an Acute Myocardial Infarction (AMI)",Prospective ARNI vs ACE Inhibitor Trial to DetermIne Superiority in Reducing Heart Failure Events After MI,PHASE3,2016-12-09,2021-02-26,5669,Number of Participants With First CEC (Clinical Endpoint Committee) Confirmed Primary Composite Endpoint,"Number of Participants With a Confirmed Composite of CV Death or HF Hospitalization | Number of Participants With a Confirmed Composite of HF Hospitalization or Outpatient HF | Number of Participants With a Confirmed Composite of CV Death, Non-fatal Spontaneous Myocardial Infarction or Non-fatal Stroke | Total Number of Confirmed Composite Endpoints | All-cause Mortality for Full Analysis Set (FAS)",2016-10-04,,34758252,hfref_confirmed,HFrEF keyword in title/conditions; LVEF ≤ 40% in eligibility criteria,,manual,Unlinked,,,,,,No PubMed candidates retrieved at any linkage stage.,FLAGGED_FOR_REVIEW,,,
NCT01565941,Heart And Lung Failure - Pediatric INsulin Titration Trial (HALF-PINT),Heart And Lung Failure - Pediatric INsulin Titration Trial,PHASE3,2012-04,2018-02,713,ICU-Free Days,"90-day Hospital Mortality | 28-day Hospital Mortality | Accumulation of Multiple Organ Dysfunction Syndrome (MODS) | Ventilator-Free Days | Developmental Neurobehavioral Outcomes: VABS-II Composite | Participants With Device-Related or Non-Device Related Nosocomial Infection | Incidence of Catheter-Associated Bloodstream Infection | Incidence of Catheter-Associated Urinary Tract Infection | Incidence of Ventilator-Associated Pneumonia | Incidence of Wound Infection Incidence of Wound Infection | Participants With Severe Hypoglycemia (<40 mg/dL), Unrelated to Insulin Infusion (Insulin Algorithm Safety) | Participants With Severe Hypoglycemia (<40 mg/dL), Related to Insulin Infusion (Insulin Algorithm Safety) | Participants With Any Hypoglycemia (<60 mg/dL), Unrelated to Insulin Infusion (Insulin Algorithm Safety) | Participants With Any Hypoglycemia (<60 mg/dL), Related to Insulin Infusion (Insulin Algorithm Safety) | Participants With Hypokalemia (<2.5 mmol/L) | Nursing Workload: SWAT (Subjective Workload Assessment Technique) Instrument | Nursing Workload: NASA-TLX (National Aeronautics and Space Administration - Task Load Index) Instrument | Insulin Algorithm Performance: Time to the Target Range | Insulin Algorithm Performance: Time in the Target Range | Insulin Algorithm Performance: Time-Weighted Glucose Average",2012-03-21,,28118549,ambiguous,No ejection-fraction criteria found in available text,28118549,direct,High,"BACKGROUND: In multicenter studies, tight glycemic control targeting a normal blood glucose level has not been shown to improve outcomes in critically ill adults or children after cardiac surgery. Studies involving critically ill children who have not undergone cardiac surgery are lacking.
METHODS: In a 35-center trial, we randomly assigned critically ill children with confirmed hyperglycemia (excluding patients who had undergone cardiac surgery) to one of two ranges of glycemic control: 80 to 110 mg per deciliter (4.4 to 6.1 mmol per liter; lower-target group) or 150 to 180 mg per deciliter (8.3 to 10.0 mmol per liter; higher-target group). Clinicians were guided by continuous glucose monitoring and explicit methods for insulin adjustment. The primary outcome was the number of intensive care unit (ICU)-free days to day 28.
RESULTS: The trial was stopped early, on the recommendation of the data and safety monitoring board, owing to a low likelihood of benefit and evidence of the possibility of harm. Of 713 patients, 360 were randomly assigned to the lower-target group and 353 to the higher-target group. In the intention-to-treat analysis, the median number of ICU-free days did not differ significantly between the lower-target group and the higher-target group (19.4 days [interquartile range {IQR}, 0 to 24.2] and 19.4 days [IQR, 6.7 to 23.9], respectively; P=0.58). In per-protocol analyses, the median time-weighted average glucose level was significantly lower in the lower-target group (109 mg per deciliter [IQR, 102 to 118]; 6.1 mmol per liter [IQR, 5.7 to 6.6]) than in the higher-target group (123 mg per deciliter [IQR, 108 to 142]; 6.8 mmol per liter [IQR, 6.0 to 7.9]; P<0.001). Patients in the lower-target group also had higher rates of health care-associated infections than those in the higher-target group (12 of 349 patients [3.4%] vs. 4 of 349 [1.1%], P=0.04), as well as higher rates of severe hypoglycemia, defined as a blood glucose level below 40 mg per deciliter (2.2 mmol per liter) (18 patients [5.2%] vs. 7 [2.0%], P=0.03). No significant differences were observed in mortality, severity of organ dysfunction, or the number of ventilator-free days.
CONCLUSIONS: Critically ill children with hyperglycemia did not benefit from tight glycemic control targeted to a blood glucose level of 80 to 110 mg per deciliter, as compared with a level of 150 to 180 mg per deciliter. (Funded by the National Heart, Lung, and Blood Institute and others; HALF-PINT ClinicalTrials.gov number, NCT01565941 .).","The trial was stopped early, on the recommendation of the data and safety monitoring board, owing to a low likelihood of benefit and evidence of the possibility of harm. Of 713 patients, 360 were randomly assigned to the lower-target group and 353 to the higher-target group. In the intention-to-treat analysis, the median number of ICU-free days did not differ significantly between the lower-target group and the higher-target group (19.4 days [interquartile range {IQR}, 0 to 24.2] and 19.4 days [IQR, 6.7 to 23.9], respectively; P=0.58). In per-protocol analyses, the median time-weighted average glucose level was significantly lower in the lower-target group (109 mg per deciliter [IQR, 102 to 118]; 6.1 mmol per liter [IQR, 5.7 to 6.6]) than in the higher-target group (123 mg per deciliter [IQR, 108 to 142]; 6.8 mmol per liter [IQR, 6.0 to 7.9]; P<0.001). Patients in the lower-target group also had higher rates of health care-associated infections than those in the higher-target group (12 of 349 patients [3.4%] vs. 4 of 349 [1.1%], P=0.04), as well as higher rates of severe hypoglycemia, defined as a blood glucose level below 40 mg per deciliter (2.2 mmol per liter) (18 patients [5.2%] vs. 7 [2.0%], P=0.03). No significant differences were observed in mortality, severity of organ dysfunction, or the number of ventilator-free days.",Agus,2017,N Engl J Med,"CT.gov RESULT reference PMID 28118549 fetched successfully. [Article gate: ACCEPT | type=primary_results | conf=high | tier=heuristic] Publication type(s) confirm results paper: Multicenter Study, Randomized Controlled Trial. Results section present.",,NCT01565941_28118549,0.3654,auto_major_switch
NCT02579057,"Prospective, Randomized, Parallel-Group Pilot Study Comparing IV Furosemide to Subcutaneous Furosemide in Acute Decompensated Heart Failure Patients",Sub-Q Versus IV Furosemide in Acute Heart Failure,"PHASE2, PHASE3",2016-02,2017-07,40,Urine Output,Heart Failure Symptom Scoring/Symptom Improvement | Number of Participants With Side Effects | Urine Sodium,2015-10-14,,29226816,ambiguous,No ejection-fraction criteria found in available text,29226816,direct,High,"OBJECTIVES: This study sought to determine the efficacy and safety of a novel, pH-neutral formulation of furosemide administered subcutaneously (SC) for treatment of acute decompensated heart failure (HF).
BACKGROUND: Congestion requiring intravenous (IV) administration of a diuretic agent is the main reason patients with HF present for acute medical care.
METHODS: Outpatients presenting with decompensated HF were randomized to receive a single SC or IV dose of furosemide. Primary outcome was 6-h urine output, and secondary outcomes were weight change, natriuresis, and adverse events.
RESULTS: Forty-one patients were randomized: 19 were treated with IV (mean dose: 123 ± 47 mg) and 21 with SC furosemide (fixed dose of 80 mg over 5 h). The 6-h urine output in the IV group was not significantly different from that in the SC furosemide group (median IV: 1,425 ml; interquartile range [IQR]: 1,075 to 1,950 ml; vs. median SC: 1,350 ml; IQR: 900 to 1,900 ml; p = 0.84). Additionally, mean weight loss was not significantly different (-1.5 ± 1.1 kg in the IV group vs. -1.5 ± 1.2 kg in the SC group; p = 0.95). Hourly urine output was significantly higher in the IV group at hour 2 (425 ml in the IV group vs. 250 ml in the SC group; p = 0.02) and higher in the SC group at hour 6 (125 ml, IV group vs. 325 ml, SC group; p = 0.005). Natriuresis was higher in the SC group (IV: 7.3 ± 35.3 mEq/l vs. SC: 32.8 ± 43.6 mEq/l; p = 0.05). There was no worsening renal function, ototoxicity, or skin irritation with either formulation. Thirty-day hospitalization rates were similar.
CONCLUSIONS: In this phase II trial, we did not identify significant differences between urine output obtained with pH-neutral furosemide administered SC and that obtained by IV. This method of decongestion may allow treatment at home and reduced HF resources and warrants further investigation. (Sub-Q Versus IV Furosemide in Acute Heart Failure; NCT02579057).","Forty-one patients were randomized: 19 were treated with IV (mean dose: 123 ± 47 mg) and 21 with SC furosemide (fixed dose of 80 mg over 5 h). The 6-h urine output in the IV group was not significantly different from that in the SC furosemide group (median IV: 1,425 ml; interquartile range [IQR]: 1,075 to 1,950 ml; vs. median SC: 1,350 ml; IQR: 900 to 1,900 ml; p = 0.84). Additionally, mean weight loss was not significantly different (-1.5 ± 1.1 kg in the IV group vs. -1.5 ± 1.2 kg in the SC group; p = 0.95). Hourly urine output was significantly higher in the IV group at hour 2 (425 ml in the IV group vs. 250 ml in the SC group; p = 0.02) and higher in the SC group at hour 6 (125 ml, IV group vs. 325 ml, SC group; p = 0.005). Natriuresis was higher in the SC group (IV: 7.3 ± 35.3 mEq/l vs. SC: 32.8 ± 43.6 mEq/l; p = 0.05). There was no worsening renal function, ototoxicity, or skin irritation with either formulation. Thirty-day hospitalization rates were similar.",Gilotra,2018,JACC Heart Fail,CT.gov RESULT reference PMID 29226816 fetched successfully. [Article gate: ACCEPT | type=primary_results | conf=high | tier=heuristic] Publication type(s) confirm results paper: Randomized Controlled Trial. Results section present.,,NCT02579057_29226816,0.4542,auto_major_switch
NCT01786512,"A Double-blind, Randomized, Placebo-controlled, Multicenter, Dose Escalation Study to Select and Evaluate an Oral Modified Release Formulation of Omecamtiv Mecarbil in Subjects With Heart Failure and Left Ventricular Systolic Dysfunction",COSMIC-HF - Chronic Oral Study of Myosin Activation to Increase Contractility in Heart Failure,PHASE2,2013-02-26,2015-08-19,544,Dose Escalation Phase: Maximum Observed Plasma Concentration (Cmax) of Omecamtiv Mecarbil Following the Last Dose (Day 7) | Dose Escalation Phase: Time to Maximum Observed Plasma Concentration (Tmax) of Omecamtiv Mecarbil Following the Last Dose (Day 7) | Dose Escalation Phase: Plasma Concentration of Omecamtiv Mecarbil Prior to Dosing on Day 7 | Dose Escalation Phase: Area Under the Plasma Concentration-time Curve for a Dosing Interval of 12 Hours Post Dose (AUC12) for Omecamtiv Mecarbil | Expansion Phase: Plasma Concentration of Omecamtiv Mecarbil Prior to Dosing | Expansion Phase: Maximum Observed Plasma Concentration of Omecamtiv Mecarbil,Expansion Phase: Change From Baseline in Systolic Ejection Time (SET) at Week 20 | Expansion Phase: Change From Baseline in Stroke Volume at Week 20 | Expansion Phase: Change From Baseline in Left Ventricular End Systolic Diameter (LVESD) at Week 20 | Expansion Phase: Change From Baseline in Left Ventricular End Diastolic Diameter (LVEDD) at Week 20 | Expansion Phase: Change From Baseline in Heart Rate at Week 20 | Expansion Phase: Change From Baseline in N-terminal Prohormone B-type Natriuretic Peptide (NT-proBNP) at Week 20 | Dose Escalation Phase: Number of Participants With Treatment-emergent Adverse Events | Expansion Phase: Number of Participants With Treatment-emergent Adverse Events,2013-01-18,,33176437,hfref_confirmed,HFrEF keyword in title/conditions,33176437,direct,High,"BACKGROUND: Chronic heart failure with reduced ejection fraction impairs health-related quality of life (HRQL). Omecamtiv mecarbil (OM)-a novel activator of cardiac myosin-improves left ventricular systolic function and remodeling and reduces natriuretic peptides. We sought to evaluate the effect of OM on symptoms and HRQL in patients with chronic heart failure with reduced ejection fraction and elevated natriuretic peptides enrolled in the COSMIC-HF trial (Chronic Oral Study of Myosin Activation to Increase Contractility in Heart Failure).
METHODS: Patients (n=448) were randomized 1:1:1 to placebo, 25 mg of OM BID, or to pharmacokinetically guided dose titration (OM-PK) for 20 weeks. The Kansas City Cardiomyopathy Questionnaire was administered to assess HRQL at baseline, 16 weeks, and 20 weeks. The primary scores of interest were the Total Symptom Score, Physical Limitation Scale, and Clinical Summary Score.
RESULTS: Mean change in score from baseline to 20 weeks for the Total Symptom Score was 5.0 (95% CI, 1.8-8.1) for placebo, 6.6 (95% CI, 3.4-9.8) for OM 25 mg (P=0.32 versus placebo), and 9.9 (95% CI, 6.7-13.0) for OM-PK (P=0.03 versus placebo); for the Physical Limitation Scale, it was 3.1 for placebo (95% CI, -0.3 to 6.6), 6.0 (95% CI, 3.1-8.9) for OM 25 mg (P=0.12), and 4.3 (95% CI, 0.7-7.9) for OM-PK (P=0.42); for the Clinical Summary Score, it was 4.1 (95% CI, 1.4-6.9) for placebo, 6.3 (95% CI, 3.6-9.0) for OM 25 mg (P=0.19), and 7.0 (95% CI, 4.1-10.0) for OM-PK (P=0.14). Differences between OM and placebo were greater in patients who were more symptomatic at baseline.
CONCLUSIONS: HRQL as measured by the Total Symptom Score improved in patients with heart failure with reduced ejection fraction assigned to the OM-PK group relative to placebo. Ongoing trials are prospectively testing whether OM improves symptoms and HRQL in heart failure with reduced ejection fraction. Registration: URL: https://www.clinicaltrials.gov; Unique identifier: NCT01786512.","Mean change in score from baseline to 20 weeks for the Total Symptom Score was 5.0 (95% CI, 1.8-8.1) for placebo, 6.6 (95% CI, 3.4-9.8) for OM 25 mg (P=0.32 versus placebo), and 9.9 (95% CI, 6.7-13.0) for OM-PK (P=0.03 versus placebo); for the Physical Limitation Scale, it was 3.1 for placebo (95% CI, -0.3 to 6.6), 6.0 (95% CI, 3.1-8.9) for OM 25 mg (P=0.12), and 4.3 (95% CI, 0.7-7.9) for OM-PK (P=0.42); for the Clinical Summary Score, it was 4.1 (95% CI, 1.4-6.9) for placebo, 6.3 (95% CI, 3.6-9.0) for OM 25 mg (P=0.19), and 7.0 (95% CI, 4.1-10.0) for OM-PK (P=0.14). Differences between OM and placebo were greater in patients who were more symptomatic at baseline.",Felker,2020,Circ Heart Fail,CT.gov RESULT reference PMID 33176437 fetched successfully. [Article gate: ACCEPT | type=primary_results | conf=high | tier=heuristic] Publication type(s) confirm results paper: Randomized Controlled Trial. Results section present.,,NCT01786512_33176437,0.4539,auto_major_switch
NCT03877237,"International, Multicentre, Parallel-group, Randomised, Double-blind, Placebo-controlled, Phase III Study Evaluating the Effect of Dapagliflozin on Exercise Capacity in Heart Failure Patients With Reduced Ejection Fraction",DETERMINE-reduced - Dapagliflozin Effect on Exercise Capacity Using a 6-minute Walk Test in Patients With Heart Failure With Reduced Ejection Fraction,PHASE3,2019-04-09,2020-03-07,313,Change From Baseline in Kansas-City Cardiomyopathy Questionnaire-Total Symptom Score (KCCQ-TSS) at Week 16 (Higher Scores Represent Less HF Symptom Frequency and Burden). | Change From Baseline in Kansas-City Cardiomyopathy Questionnaire-Physical Limitation Score (KCCQ-PLS) at Week 16 (Higher Scores Represent Less Physical Limitation Due to HF) | Change From Baseline in 6-minute Walk Distance (6MWD) at Week 16 (Larger Distances Represent Better Functional Capacity).,"Change From Baseline at the End of the Study in the Total Time Spent in Light to Vigorous Physical Activity, as Assessed Using a Wearable Activity Monitor (Accelerometer).",2019-02-21,,38059368,hfref_confirmed,HFrEF keyword in title/conditions; LVEF ≤ 40% in eligibility criteria,38059368,direct,High,"BACKGROUND: Sodium-glucose cotransporter 2 inhibitors reduce the risk of worsening heart failure (HF) and cardiovascular death in patients with HF irrespective of left ventricular ejection fraction. It is important to determine whether therapies for HF improve symptoms and functional capacity.
METHODS: The DETERMINE (Dapagliflozin Effect on Exercise Capacity Using a 6-Minute Walk Test in Patients With Heart Failure) double-blind, placebo-controlled, multicenter trials assessed the efficacy of the sodium-glucose cotransporter 2 inhibitor dapagliflozin on the Total Symptom Score (TSS) and Physical Limitation Scale (PLS) of the Kansas City Cardiomyopathy Questionnaire (KCCQ) and 6-minute walk distance (6MWD) in 313 patients with HF with reduced ejection fraction (DETERMINE-Reduced) and in 504 patients with HF with preserved ejection fraction (DETERMINE-Preserved) with New York Heart Association class II or III symptoms and elevated natriuretic peptide levels. The primary outcomes were changes in the KCCQ-TSS, KCCQ-PLS, and 6MWD after 16 weeks of treatment.
RESULTS: Among the 313 randomized patients with HF with reduced ejection fraction, the median placebo-corrected difference in KCCQ-TSS from baseline at 16 weeks was 4.2 (95% CI, 1.0, 8.2; P=0.022) in favor of dapagliflozin. The median placebo-corrected difference in KCCQ-PLS was 4.2 (95% CI, 0.0, 8.3; P=0.058). The median placebo-corrected difference in 6MWD from baseline at 16 weeks was 3.2 meters (95% CI, -6.5, 13.0; P=0.69). In the 504 patients with HF with preserved ejection fraction, the median placebo-corrected 16-week difference in KCCQ-TSS and KCCQ-PLS was 3.2 (95% CI, 0.4, 6.0; P=0.079) and 3.1 (-0.1, 5.4; P=0.23), respectively. The median 16-week difference in 6MWD was 1.6 meters (95% CI, -5.9, 9.0; P=0.67). In an exploratory post hoc analysis of both trials combined (DETERMINE-Pooled), the median placebo-corrected difference from baseline at 16 weeks was 3.7 (1.5, 5.9; P=0.005) for KCCQ-TSS, 4.0 (0.3, 4.9; P=0.036) for KCCQ-PLS, and 2.5 meters (-3.5, 8.4; P=0.50) for 6MWD.
CONCLUSIONS: Dapagliflozin improved the KCCQ-TSS in patients with HF with reduced ejection fraction but did not improve KCCQ-PLS or 6MWD. Dapagliflozin did not improve these outcomes in patients with HF with preserved ejection fraction. In a post hoc analysis including all patients across the full spectrum of ejection fraction, there was a beneficial effect of dapagliflozin on KCCQ-TSS and KCCQ-PLS but not 6MWD.
REGISTRATION: URL: https://www.clinicaltrials.gov; Unique identifiers: NCT03877237 and NCT03877224.","Among the 313 randomized patients with HF with reduced ejection fraction, the median placebo-corrected difference in KCCQ-TSS from baseline at 16 weeks was 4.2 (95% CI, 1.0, 8.2; P=0.022) in favor of dapagliflozin. The median placebo-corrected difference in KCCQ-PLS was 4.2 (95% CI, 0.0, 8.3; P=0.058). The median placebo-corrected difference in 6MWD from baseline at 16 weeks was 3.2 meters (95% CI, -6.5, 13.0; P=0.69). In the 504 patients with HF with preserved ejection fraction, the median placebo-corrected 16-week difference in KCCQ-TSS and KCCQ-PLS was 3.2 (95% CI, 0.4, 6.0; P=0.079) and 3.1 (-0.1, 5.4; P=0.23), respectively. The median 16-week difference in 6MWD was 1.6 meters (95% CI, -5.9, 9.0; P=0.67). In an exploratory post hoc analysis of both trials combined (DETERMINE-Pooled), the median placebo-corrected difference from baseline at 16 weeks was 3.7 (1.5, 5.9; P=0.005) for KCCQ-TSS, 4.0 (0.3, 4.9; P=0.036) for KCCQ-PLS, and 2.5 meters (-3.5, 8.4; P=0.50) for 6MWD.",McMurray,2024,Circulation,"CT.gov RESULT reference PMID 38059368 fetched successfully. [Article gate: ACCEPT | type=primary_results | conf=high | tier=llm] [LLM] The article reports the final analysis of primary endpoints with appropriate statistical results. | Step1: The title indicates a randomized clinical trial comparing dapagliflozin and placebo. The abstract mentions a primary outcome related to symptoms and functional capacity, and it includes a RESULTS sect | Step2: The article presents the final analysis of the pre-specified primary endpoints, includes a detailed RESULTS section with statistical data, and does not appear to be a protocol, design paper, or any ot",,NCT03877237_38059368,0.6327,llm
NCT01442129,LVAD Therapy: Exploring the Effect of Intramyocardial Injection of Mesenchymal Precursor Cells on Myocardial Function,The Effect of Intramyocardial Injection of Mesenchymal Precursor Cells on Myocardial Function in Patients Undergoing LVAD Implantation,PHASE2,2012-04,2013-08,30,Intervention Related Adverse Events,Functional Status and Ventricular Function,2011-09-26,,24682346,ambiguous,No ejection-fraction criteria found in available text,24682346,direct,High,"BACKGROUND: Allogeneic mesenchymal precursor cells (MPCs) injected during left ventricular assist device (LVAD) implantation may contribute to myocardial recovery. This trial explores the safety and efficacy of this strategy.
METHODS AND RESULTS: In this multicenter, double-blind, sham-procedure controlled trial, 30 patients were randomized (2:1) to intramyocardial injection of 25 million MPCs or medium during LVAD implantation. The primary safety end point was incidence of infectious myocarditis, myocardial rupture, neoplasm, hypersensitivity reaction, and immune sensitization (90 days after randomization). Key efficacy end points were functional status and ventricular function while temporarily weaned from LVAD support (90 days after randomization). Patients were followed up until transplant or 12 months after randomization, whichever came first. Mean age was 57.4 (±13.6) years, mean left ventricular ejection fraction was 18.1%, and 66.7% were destination therapy LVADs. No safety events were observed. Successful temporary LVAD weaning was achieved in 50% of MPC and 20% of control patients at 90 days (P=0.24); the posterior probability that MPCs increased the likelihood of successful weaning was 93%. At 90 days, 3 deaths (30%) occurred in control patients, and none occurred in MPC patients. Mean left ventricular ejection fraction after successful wean was 24.0% (MPC=10) and 22.5% (control=2; P=0.56). At 12 months, 30% of MPC patients and 40% of control patients were successfully temporarily weaned from LVAD support (P=0.69), and 6 deaths (30%) occurred in MPC patients. Donor-specific HLA sensitization developed in 2 MPC and 3 control patients and resolved by 12 months.
CONCLUSIONS: In this preliminary trial, administration of MPCs appeared to be safe, and there was a potential signal of efficacy. Future studies will evaluate the potential for higher or additional doses to enhance the ability to wean LVAD recipients off support.
CLINICAL TRIAL REGISTRATION URL: http://www.clinicaltrials.gov. Unique identifier: NCT01442129.","BACKGROUND: Allogeneic mesenchymal precursor cells (MPCs) injected during left ventricular assist device (LVAD) implantation may contribute to myocardial recovery. This trial explores the safety and efficacy of this strategy.
METHODS AND RESULTS: In this multicenter, double-blind, sham-procedure controlled trial, 30 patients were randomized (2:1) to intramyocardial injection of 25 million MPCs or medium during LVAD implantation. The primary safety end point was incidence of infectious myocarditis, myocardial rupture, neoplasm, hypersensitivity reaction, and immune sensitization (90 days after randomization). Key efficacy end points were functional status and ventricular function while temporarily weaned from LVAD support (90 days after randomization). Patients were followed up until transplant or 12 months after randomization, whichever came first. Mean age was 57.4 (±13.6) years, mean left ventricular ejection fraction was 18.1%, and 66.7% were destination therapy LVADs. No safety events were observed. Successful temporary LVAD weaning was achieved in 50% of MPC and 20% of control patients at 90 days (P=0.24); the posterior probability that MPCs increased the likelihood of successful weaning was 93%. At 90 days, 3 deaths (30%) occurred in control patients, and none occurred in MPC patients. Mean left ventricular ejection fraction after successful wean was 24.0% (MPC=10) and 22.5% (control=2; P=0.56). At 12 months, 30% of MPC patients and 40% of control patients were successfully temporarily weaned from LVAD support (P=0.69), and 6 deaths (30%) occurred in MPC patients. Donor-specific HLA sensitization developed in 2 MPC and 3 control patients and resolved by 12 months.
CONCLUSIONS: In this preliminary trial, administration of MPCs appeared to be safe, and there was a potential signal of efficacy. Future studies will evaluate the potential for higher or additional doses to enhance the ability to wean LVAD recipients off support.
CLINICAL TRIAL REGISTRATION URL: http://www.clinicaltrials.gov. Unique identifier: NCT01442129.",Ascheim,2014,Circulation,"CT.gov RESULT reference PMID 24682346 fetched successfully. [Article gate: ACCEPT | type=primary_results | conf=high | tier=heuristic] Publication type(s) confirm results paper: Multicenter Study, Randomized Controlled Trial.",,NCT01442129_24682346,0.3621,auto_major_switch
